Legajo;Genero;Yr_ingreso;Yr_nacimiento;Edad_hoy;Edad_al_ingreso;Cantidad_de_hijos;Distancia_al_trabajo;Trabajo_flexible;Egreso_de_la_empresa;Nivel_formacion
145512;Mujer;2018;1994;25;24;0;27.00;No;Si;Prim inc
145513;Mujer;2018;1994;25;24;0;75.00;No;No;Prim inc
145514;Mujer;2018;1983;36;35;0;31.00;Si;No;Prim inc
145515;Mujer;2018;1990;29;28;1;65.00;Si;No;Prim com
145516;Mujer;2018;1984;35;34;0;12.00;No;Si;Prim inc
145517;Mujer;2018;1993;26;25;0;11.00;Si;Si;Prim inc
145518;Mujer;2018;1987;32;31;0;69.00;Si;No;Prim inc
145519;Mujer;2018;1986;33;32;0;66.00;Si;No;Prim inc
145520;Mujer;2018;1995;24;23;0;42.00;No;Si;Sec com
145521;Mujer;2018;1995;24;23;0;68.00;Si;No;Prim inc
145522;Mujer;2018;1982;37;36;0;46.00;No;Si;Prim inc
145523;Mujer;2018;1991;28;27;0;40.00;No;Si;Uni com
145524;Mujer;2018;1981;38;37;3;8.00;No;Si;Sec com
145525;Mujer;2018;1991;28;27;2;70.00;No;No;Sec com
145526;Mujer;2018;1992;27;26;2;28.00;No;Si;Uni com
145527;Mujer;2018;1994;25;24;3;51.00;Si;Si;Sec com
145528;Hombre;2018;1984;35;34;2;8.00;Si;Si;Uni com
145529;Mujer;2018;1990;29;28;1;13.00;No;Si;Prim inc
145530;Mujer;2018;1988;31;30;1;30.00;Si;Si;Prim com
145531;Mujer;2018;1981;38;37;1;47.00;Si;Si;Sec com
145532;Mujer;2018;1982;37;36;2;36.00;No;Si;Uni com
145533;Hombre;2018;1991;28;27;1;55.00;No;Si;Sec com
145534;Mujer;2018;1996;23;22;1;30.00;Si;No;Prim com
145535;Mujer;2018;1981;38;37;2;50.00;Si;Si;Prim com
145536;Hombre;2018;1982;37;36;2;18.00;No;Si;Prim inc
145537;Mujer;2018;1991;28;27;0;34.00;Si;Si;Uni com
145538;Hombre;2018;1992;27;26;3;57.00;Si;Si;Prim inc
145539;Hombre;2018;1990;29;28;0;9.00;No;Si;Prim inc
145540;Mujer;2018;1994;25;24;0;72.00;Si;No;Sec com
145541;Hombre;2018;1981;38;37;2;7.00;No;Si;Prim com
145542;Mujer;2018;1991;28;27;0;57.00;Si;No;Sec com
145543;Hombre;2018;1983;36;35;3;7.00;No;Si;Prim inc
145544;Mujer;2018;1986;33;32;0;11.00;No;No;Prim inc
145545;Hombre;2018;1986;33;32;2;57.00;No;Si;Prim com
145546;Mujer;2018;1993;26;25;1;57.00;Si;No;Sec com
145547;Mujer;2018;1983;36;35;2;31.00;Si;No;Prim inc
145548;Mujer;2018;1983;36;35;0;29.00;Si;No;Uni com
145549;Hombre;2018;1993;26;25;2;45.00;No;Si;Uni com
145550;Mujer;2018;1984;35;34;3;33.00;Si;No;Prim com
145551;Hombre;2018;1994;25;24;0;19.00;No;Si;Prim inc
145552;Hombre;2018;1995;24;23;2;37.00;Si;Si;Uni com
145553;Hombre;2018;1991;28;27;0;27.00;Si;Si;Uni com
145554;Mujer;2018;1986;33;32;2;41.00;No;No;Prim inc
145555;Hombre;2018;1987;32;31;1;5.00;Si;Si;Prim inc
145556;Hombre;2018;1995;24;23;0;11.00;No;Si;Sec com
145557;Hombre;2018;1991;28;27;0;14.00;Si;Si;Sec com
145558;Mujer;2018;1986;33;32;0;60.00;Si;No;Uni com
145559;Hombre;2018;1987;32;31;2;7.00;Si;Si;Prim com
145560;Hombre;2018;1991;28;27;2;11.00;No;No;Prim com
145561;Hombre;2018;1996;23;22;0;39.00;No;No;Prim inc
145562;Hombre;2018;1987;32;31;0;29.00;No;No;Prim inc
145563;Hombre;2018;1987;32;31;1;9.00;Si;Si;Prim com
145564;Mujer;2018;1985;34;33;1;22.00;Si;No;Prim inc
145565;Hombre;2018;1983;36;35;0;20.00;No;No;Prim inc
145566;Mujer;2018;1993;26;25;1;22.00;Si;No;Prim com
145567;Mujer;2018;1995;24;23;0;74.00;Si;No;Prim com
145568;Hombre;2018;1983;36;35;3;18.00;No;No;Sec com
145569;Mujer;2018;1990;29;28;0;66.00;Si;No;Sec com
145570;Mujer;2018;1988;31;30;2;7.00;Si;No;Prim com
145571;Hombre;2018;1994;25;24;0;56.00;No;No;Prim com
145572;Hombre;2018;1992;27;26;0;1.00;No;Si;Sec com
145573;Hombre;2018;1981;38;37;0;67.00;No;No;Sec com
145574;Hombre;2018;1982;37;36;1;58.00;Si;Si;Sec com
145575;Hombre;2018;1995;24;23;3;27.00;Si;Si;Uni com
145576;Mujer;2018;1996;23;22;0;75.00;Si;No;Sec com
145577;Mujer;2018;1992;27;26;1;29.00;Si;No;Prim inc
145578;Hombre;2018;1995;24;23;2;38.00;No;Si;Prim inc
145579;Mujer;2018;1992;27;26;0;68.00;Si;No;Sec com
145580;Hombre;2018;1982;37;36;3;65.00;No;No;Sec com
145581;Hombre;2018;1991;28;27;1;70.00;Si;Si;Prim com
145582;Hombre;2018;1992;27;26;0;54.00;No;No;Uni com
145583;Hombre;2018;1981;38;37;0;37.00;Si;Si;Prim com
145584;Mujer;2018;1991;28;27;0;19.00;Si;No;Prim inc
145585;Mujer;2018;1987;32;31;0;46.00;Si;No;Prim com
145586;Hombre;2018;1985;34;33;0;20.00;No;No;Prim inc
145587;Hombre;2018;1992;27;26;0;37.00;No;No;Sec com
145588;Hombre;2018;1983;36;35;1;63.00;No;No;Prim com
145589;Hombre;2018;1991;28;27;3;13.00;No;Si;Prim inc
145590;Hombre;2018;1988;31;30;1;30.00;No;Si;Prim com
145591;Hombre;2018;1996;23;22;0;35.00;No;Si;Prim com
145592;Mujer;2018;1996;23;22;1;66.00;Si;No;Sec com
145593;Hombre;2018;1990;29;28;1;28.00;No;Si;Prim com
145594;Mujer;2018;1983;36;35;0;40.00;Si;No;Prim inc
145595;Mujer;2018;1985;34;33;2;36.00;No;No;Uni com
145596;Mujer;2018;1994;25;24;1;74.00;No;Si;Uni com
145597;Hombre;2018;1983;36;35;1;13.00;Si;Si;Prim com
145598;Mujer;2018;1984;35;34;1;14.00;Si;No;Uni com
145599;Mujer;2018;1984;35;34;2;27.00;No;Si;Uni com
145600;Hombre;2018;1991;28;27;3;54.00;Si;Si;Sec com
145601;Hombre;2018;1985;34;33;0;9.00;No;Si;Prim inc
145602;Hombre;2018;1994;25;24;0;35.00;Si;Si;Sec com
145603;Mujer;2018;1993;26;25;0;61.00;No;Si;Uni com
145604;Mujer;2018;1995;24;23;0;42.00;Si;No;Sec com
145605;Mujer;2018;1995;24;23;2;33.00;No;Si;Uni com
145606;Mujer;2018;1985;34;33;1;47.00;No;Si;Uni com
145607;Hombre;2018;1981;38;37;2;7.00;No;Si;Prim com
145608;Mujer;2018;1990;29;28;2;18.00;No;Si;Prim com
145609;Hombre;2018;1985;34;33;1;5.00;Si;Si;Prim inc
145610;Mujer;2018;1985;34;33;0;72.00;No;Si;Sec com
145611;Mujer;2018;1992;27;26;1;49.00;Si;No;Sec com
145612;Mujer;2018;1991;28;27;0;74.00;No;No;Prim com
145613;Mujer;2018;1981;38;37;0;43.00;Si;No;Prim com
145614;Mujer;2018;1985;34;33;0;75.00;Si;No;Prim inc
145615;Hombre;2018;1993;26;25;0;5.00;No;Si;Prim com
145616;Hombre;2018;1981;38;37;0;17.00;Si;Si;Uni com
145617;Mujer;2018;1990;29;28;0;65.00;Si;No;Uni com
145618;Hombre;2018;1995;24;23;1;19.00;Si;Si;Uni com
145619;Mujer;2018;1995;24;23;0;57.00;No;Si;Prim inc
145620;Mujer;2018;1994;25;24;0;54.00;No;No;Prim com
145621;Hombre;2018;1987;32;31;1;73.00;Si;Si;Prim com
145622;Hombre;2018;1996;23;22;2;63.00;Si;Si;Uni com
145623;Mujer;2018;1988;31;30;0;42.00;Si;No;Prim inc
145624;Hombre;2018;1988;31;30;3;39.00;Si;Si;Prim inc
145625;Hombre;2018;1993;26;25;1;34.00;Si;Si;Sec com
145626;Hombre;2018;1992;27;26;0;8.00;No;Si;Uni com
145627;Hombre;2018;1988;31;30;0;1.00;No;Si;Prim com
145628;Mujer;2018;1985;34;33;0;20.00;No;Si;Prim com
145629;Hombre;2018;1982;37;36;2;7.00;Si;Si;Sec com
145630;Mujer;2018;1984;35;34;2;20.00;Si;No;Sec com
145631;Mujer;2018;1992;27;26;0;57.00;Si;No;Uni com
145632;Mujer;2018;1982;37;36;0;30.00;No;No;Uni com
145633;Hombre;2018;1987;32;31;2;42.00;Si;Si;Prim inc
145634;Mujer;2018;1991;28;27;2;21.00;Si;No;Uni com
145635;Mujer;2018;1988;31;30;0;66.00;No;No;Prim com
145636;Mujer;2018;1993;26;25;2;28.00;No;No;Prim com
145637;Mujer;2018;1985;34;33;1;18.00;Si;No;Prim com
145638;Hombre;2018;1994;25;24;1;3.00;Si;Si;Prim com
145639;Hombre;2018;1991;28;27;1;4.00;No;Si;Uni com
145640;Hombre;2018;1981;38;37;0;31.00;Si;Si;Sec com
145641;Mujer;2018;1984;35;34;2;18.00;Si;No;Uni com
145642;Hombre;2018;1983;36;35;2;20.00;Si;Si;Uni com
145643;Mujer;2018;1990;29;28;0;46.00;Si;No;Prim inc
145644;Mujer;2018;1993;26;25;0;31.00;No;Si;Prim com
145645;Mujer;2018;1996;23;22;2;65.00;No;No;Prim com
145646;Mujer;2018;1986;33;32;0;14.00;No;Si;Sec com
145647;Mujer;2018;1981;38;37;2;67.00;No;No;Sec com
145648;Hombre;2018;1984;35;34;2;56.00;Si;Si;Sec com
145649;Hombre;2018;1987;32;31;1;36.00;Si;Si;Prim com
145650;Hombre;2018;1987;32;31;2;15.00;Si;Si;Prim com
145651;Mujer;2018;1994;25;24;0;28.00;No;Si;Prim com
145652;Mujer;2018;1982;37;36;2;50.00;Si;No;Prim inc
145653;Mujer;2018;1981;38;37;0;52.00;No;No;Uni com
145654;Hombre;2018;1991;28;27;0;40.00;Si;Si;Prim inc
145655;Mujer;2018;1983;36;35;1;19.00;No;No;Prim inc
145656;Mujer;2018;1996;23;22;0;50.00;Si;No;Prim inc
145657;Hombre;2018;1982;37;36;1;20.00;Si;Si;Prim inc
145658;Mujer;2018;1986;33;32;0;60.00;Si;No;Uni com
145659;Hombre;2018;1994;25;24;3;26.00;Si;Si;Sec com
145660;Hombre;2018;1993;26;25;2;38.00;Si;No;Prim com
145661;Hombre;2018;1988;31;30;0;69.00;Si;No;Prim com
145662;Hombre;2018;1993;26;25;3;51.00;Si;No;Uni com
145663;Mujer;2018;1990;29;28;2;21.00;No;No;Sec com
145664;Hombre;2018;1986;33;32;1;61.00;Si;No;Uni com
145665;Hombre;2018;1996;23;22;0;37.00;Si;No;Uni com
145666;Hombre;2018;1993;26;25;3;63.00;Si;Si;Uni com
145667;Mujer;2018;1989;30;29;0;18.00;No;No;Sec com
145668;Mujer;2018;1984;35;34;0;42.00;No;No;Prim inc
145669;Hombre;2018;1988;31;30;2;72.00;Si;No;Prim inc
145670;Hombre;2018;1991;28;27;0;18.00;Si;No;Prim inc
145671;Hombre;2018;1983;36;35;0;59.00;Si;No;Prim com
145672;Hombre;2018;1981;38;37;0;67.00;Si;No;Uni com
145673;Mujer;2018;1985;34;33;0;1.00;Si;Si;Prim com
145674;Mujer;2018;1986;33;32;1;38.00;No;No;Prim com
145675;Mujer;2018;1993;26;25;0;48.00;No;No;Prim com
145676;Hombre;2018;1987;32;31;2;17.00;Si;No;Prim inc
145677;Hombre;2018;1989;30;29;1;27.00;Si;No;Uni com
145678;Mujer;2018;1988;31;30;2;15.00;No;Si;Prim com
145679;Hombre;2018;1988;31;30;2;67.00;Si;No;Prim inc
145680;Mujer;2018;1985;34;33;3;54.00;No;Si;Prim inc
145681;Hombre;2018;1990;29;28;0;54.00;Si;Si;Uni com
145682;Mujer;2018;1989;30;29;0;15.00;No;No;Prim inc
145683;Hombre;2018;1983;36;35;1;10.00;No;Si;Prim inc
145684;Mujer;2018;1989;30;29;2;64.00;No;No;Sec com
145685;Hombre;2018;1981;38;37;2;6.00;No;Si;Prim com
145686;Mujer;2018;1989;30;29;0;53.00;No;No;Uni com
145687;Hombre;2018;1986;33;32;0;36.00;Si;Si;Sec com
145688;Mujer;2018;1990;29;28;2;45.00;No;No;Sec com
145689;Mujer;2018;1984;35;34;0;65.00;No;Si;Prim com
145690;Hombre;2018;1983;36;35;2;58.00;Si;Si;Prim com
145691;Mujer;2018;1989;30;29;0;14.00;No;No;Prim com
145692;Hombre;2018;1987;32;31;2;2.00;Si;Si;Sec com
145693;Mujer;2018;1995;24;23;0;32.00;No;No;Prim com
145694;Mujer;2018;1995;24;23;0;45.00;No;Si;Prim com
145695;Mujer;2018;1987;32;31;1;55.00;No;Si;Prim inc
145696;Hombre;2018;1996;23;22;0;53.00;Si;Si;Sec com
145697;Hombre;2018;1989;30;29;0;67.00;Si;Si;Prim com
145698;Mujer;2018;1984;35;34;1;28.00;No;No;Uni com
145699;Hombre;2018;1981;38;37;0;7.00;No;Si;Sec com
145700;Hombre;2018;1981;38;37;1;25.00;Si;No;Prim com
145701;Mujer;2018;1996;23;22;0;50.00;No;Si;Prim inc
145702;Hombre;2018;1993;26;25;3;57.00;Si;No;Prim inc
145703;Hombre;2018;1982;37;36;0;12.00;Si;No;Prim inc
145704;Mujer;2018;1985;34;33;3;23.00;No;Si;Prim inc
145705;Hombre;2018;1981;38;37;4;8.00;Si;No;Prim com
145706;Hombre;2018;1991;28;27;3;27.00;Si;Si;Prim com
145707;Hombre;2018;1988;31;30;0;50.00;Si;No;Prim com
145708;Hombre;2018;1984;35;34;2;4.00;Si;Si;Prim com
145709;Hombre;2018;1981;38;37;3;10.00;Si;No;Prim com
145710;Mujer;2018;1981;38;37;0;47.00;No;Si;Sec com
145711;Mujer;2018;1988;31;30;2;36.00;Si;No;Prim com
145712;Hombre;2018;1986;33;32;0;75.00;No;Si;Prim com
145713;Mujer;2018;1995;24;23;0;63.00;Si;No;Sec com
145714;Mujer;2018;1983;36;35;0;29.00;Si;No;Uni com
145715;Mujer;2018;1986;33;32;1;48.00;No;No;Prim com
145716;Mujer;2018;1988;31;30;0;43.00;Si;No;Sec com
145717;Mujer;2018;1993;26;25;0;55.00;Si;No;Prim inc
145718;Mujer;2018;1983;36;35;2;46.00;No;No;Uni com
145719;Hombre;2018;1989;30;29;2;51.00;Si;Si;Prim com
145720;Mujer;2018;1981;38;37;1;12.00;No;No;Prim com
145721;Hombre;2018;1996;23;22;1;4.00;No;Si;Sec com
145722;Hombre;2018;1990;29;28;0;18.00;No;Si;Uni com
145723;Hombre;2018;1985;34;33;2;66.00;No;Si;Uni com
145724;Mujer;2018;1982;37;36;2;66.00;Si;No;Sec com
145725;Mujer;2018;1996;23;22;2;20.00;Si;No;Sec com
145726;Mujer;2018;1982;37;36;2;6.00;Si;No;Sec com
145727;Hombre;2018;1993;26;25;1;6.00;No;Si;Sec com
145728;Mujer;2018;1983;36;35;1;51.00;Si;No;Sec com
145729;Hombre;2018;1994;25;24;0;42.00;No;Si;Uni com
145730;Mujer;2018;1985;34;33;2;72.00;Si;No;Prim com
145731;Hombre;2018;1987;32;31;2;48.00;No;Si;Prim com
145732;Mujer;2018;1994;25;24;1;18.00;Si;No;Prim inc
145733;Hombre;2018;1995;24;23;0;27.00;No;Si;Uni com
145734;Hombre;2018;1988;31;30;2;25.00;No;No;Uni com
145735;Hombre;2018;1984;35;34;3;5.00;No;Si;Sec com
145736;Hombre;2018;1994;25;24;1;63.00;Si;Si;Sec com
145737;Mujer;2018;1993;26;25;0;31.00;Si;No;Prim com
145738;Mujer;2018;1986;33;32;0;63.00;Si;No;Prim com
145739;Hombre;2018;1989;30;29;1;2.00;Si;Si;Uni com
145740;Hombre;2018;1987;32;31;3;24.00;Si;Si;Uni com
145741;Mujer;2018;1994;25;24;0;56.00;Si;No;Prim inc
145742;Hombre;2018;1994;25;24;0;44.00;No;No;Prim com
145743;Hombre;2018;1987;32;31;0;41.00;Si;Si;Prim inc
145744;Hombre;2018;1994;25;24;0;28.00;Si;Si;Sec com
145745;Mujer;2018;1986;33;32;1;53.00;Si;No;Prim inc
145746;Hombre;2018;1981;38;37;1;34.00;Si;Si;Uni com
145747;Hombre;2018;1985;34;33;1;50.00;Si;Si;Uni com
145748;Hombre;2018;1993;26;25;0;53.00;No;No;Prim com
145749;Hombre;2018;1988;31;30;2;26.00;No;Si;Prim inc
145750;Hombre;2018;1996;23;22;1;44.00;No;No;Uni com
145751;Mujer;2018;1985;34;33;0;67.00;Si;No;Prim inc
145752;Mujer;2018;1983;36;35;2;70.00;Si;No;Uni com
145753;Mujer;2018;1994;25;24;0;36.00;Si;No;Sec com
145754;Hombre;2018;1988;31;30;1;38.00;Si;Si;Prim inc
145755;Mujer;2018;1982;37;36;0;66.00;Si;No;Sec com
145756;Mujer;2018;1985;34;33;1;59.00;Si;No;Uni com
145757;Hombre;2018;1989;30;29;0;75.00;No;Si;Prim com
145758;Hombre;2018;1988;31;30;3;4.00;No;Si;Uni com
145759;Hombre;2018;1990;29;28;0;68.00;No;No;Uni com
145760;Hombre;2018;1994;25;24;1;22.00;Si;Si;Prim inc
145761;Hombre;2018;1982;37;36;2;6.00;Si;Si;Sec com
145762;Hombre;2018;1993;26;25;2;43.00;Si;Si;Prim com
145763;Hombre;2018;1986;33;32;0;71.00;No;Si;Prim inc
145764;Hombre;2018;1981;38;37;4;60.00;No;Si;Uni com
145765;Hombre;2018;1983;36;35;0;15.00;No;Si;Uni com
145766;Hombre;2018;1989;30;29;1;10.00;No;Si;Uni com
145767;Mujer;2018;1987;32;31;0;4.00;Si;No;Prim inc
145768;Hombre;2018;1982;37;36;2;36.00;No;No;Prim inc
145769;Mujer;2018;1988;31;30;1;25.00;Si;No;Uni com
145770;Mujer;2018;1983;36;35;3;55.00;Si;No;Sec com
145771;Mujer;2018;1985;34;33;0;56.00;Si;No;Prim com
145772;Hombre;2018;1986;33;32;3;54.00;No;No;Prim inc
145773;Hombre;2018;1989;30;29;1;47.00;No;Si;Prim inc
145774;Hombre;2018;1990;29;28;0;11.00;No;Si;Uni com
145775;Hombre;2018;1996;23;22;1;16.00;No;Si;Sec com
145776;Hombre;2018;1985;34;33;0;6.00;No;Si;Prim com
145777;Hombre;2018;1991;28;27;2;23.00;Si;Si;Sec com
145778;Hombre;2018;1987;32;31;0;20.00;No;Si;Uni com
145779;Hombre;2018;1991;28;27;0;54.00;No;No;Prim inc
145780;Hombre;2018;1987;32;31;0;47.00;No;No;Prim com
145781;Hombre;2018;1992;27;26;1;74.00;No;No;Prim inc
145782;Hombre;2018;1981;38;37;1;38.00;No;Si;Sec com
145783;Mujer;2018;1985;34;33;1;14.00;Si;No;Prim com
145784;Hombre;2018;1995;24;23;0;4.00;No;Si;Uni com
145785;Hombre;2018;1986;33;32;1;57.00;Si;Si;Sec com
145786;Mujer;2018;1994;25;24;0;74.00;Si;No;Prim com
145787;Mujer;2018;1989;30;29;0;61.00;No;No;Prim inc
145788;Hombre;2018;1986;33;32;3;63.00;Si;Si;Prim com
145789;Mujer;2018;1996;23;22;1;55.00;No;No;Prim inc
145790;Mujer;2018;1985;34;33;0;54.00;Si;No;Prim com
145791;Hombre;2018;1982;37;36;1;58.00;Si;Si;Uni com
145792;Mujer;2018;1983;36;35;0;71.00;Si;No;Uni com
145793;Mujer;2018;1990;29;28;0;34.00;No;Si;Prim inc
145794;Hombre;2018;1994;25;24;0;3.00;Si;Si;Prim inc
145795;Mujer;2018;1982;37;36;1;15.00;No;Si;Prim inc
145796;Mujer;2018;1994;25;24;0;67.00;No;Si;Prim inc
145797;Mujer;2018;1989;30;29;2;71.00;No;No;Prim inc
145798;Mujer;2018;1993;26;25;0;60.00;No;Si;Uni com
145799;Mujer;2018;1981;38;37;1;63.00;No;No;Prim inc
145800;Mujer;2018;1988;31;30;2;11.00;Si;No;Prim com
145801;Mujer;2018;1996;23;22;1;36.00;No;No;Prim com
145802;Mujer;2018;1991;28;27;3;46.00;Si;No;Prim com
145803;Mujer;2018;1985;34;33;0;64.00;Si;No;Prim com
145804;Hombre;2018;1986;33;32;2;50.00;Si;Si;Prim inc
145805;Mujer;2018;1990;29;28;0;53.00;Si;No;Prim com
145806;Mujer;2018;1982;37;36;2;28.00;No;Si;Sec com
145807;Mujer;2018;1984;35;34;0;9.00;Si;No;Sec com
145808;Mujer;2018;1990;29;28;3;11.00;No;Si;Prim com
145809;Mujer;2018;1985;34;33;3;39.00;Si;No;Uni com
145810;Hombre;2018;1983;36;35;1;7.00;Si;Si;Uni com
145811;Hombre;2018;1986;33;32;2;34.00;Si;Si;Sec com
145812;Mujer;2018;1993;26;25;0;37.00;No;No;Sec com
145813;Mujer;2018;1988;31;30;3;63.00;No;No;Sec com
145814;Mujer;2018;1984;35;34;3;29.00;Si;Si;Uni com
145815;Mujer;2018;1989;30;29;1;39.00;Si;No;Prim com
145816;Mujer;2018;1996;23;22;0;15.00;Si;Si;Sec com
145817;Hombre;2018;1981;38;37;0;2.00;Si;Si;Sec com
145818;Mujer;2018;1988;31;30;1;51.00;Si;No;Uni com
145819;Mujer;2018;1984;35;34;3;42.00;No;Si;Sec com
145820;Hombre;2018;1990;29;28;2;5.00;No;Si;Uni com
145821;Hombre;2018;1981;38;37;3;53.00;No;No;Sec com
145822;Mujer;2018;1994;25;24;0;74.00;No;Si;Uni com
145823;Hombre;2018;1992;27;26;0;55.00;Si;No;Prim inc
145824;Mujer;2018;1990;29;28;0;14.00;No;Si;Prim com
145825;Hombre;2018;1982;37;36;2;13.00;Si;No;Uni com
145826;Mujer;2018;1996;23;22;1;41.00;No;Si;Prim com
145827;Hombre;2018;1994;25;24;3;62.00;Si;No;Uni com
145828;Hombre;2018;1985;34;33;1;31.00;Si;No;Prim com
145829;Hombre;2018;1984;35;34;0;7.00;No;Si;Uni com
145830;Hombre;2018;1995;24;23;1;42.00;Si;No;Prim com
145831;Mujer;2018;1985;34;33;0;49.00;No;Si;Uni com
145832;Mujer;2018;1989;30;29;0;46.00;Si;Si;Uni com
145833;Hombre;2018;1987;32;31;3;59.00;Si;No;Uni com
145834;Hombre;2018;1988;31;30;3;2.00;Si;No;Prim inc
145835;Hombre;2018;1996;23;22;1;59.00;No;No;Prim inc
145836;Mujer;2018;1984;35;34;2;55.00;Si;Si;Sec com
145837;Mujer;2018;1989;30;29;1;53.00;Si;Si;Prim com
145838;Hombre;2018;1993;26;25;0;7.00;No;Si;Sec com
145839;Hombre;2018;1992;27;26;2;31.00;Si;No;Prim com
145840;Hombre;2018;1994;25;24;0;16.00;Si;No;Sec com
145841;Hombre;2018;1990;29;28;0;58.00;No;No;Prim com
145842;Mujer;2018;1988;31;30;0;23.00;No;Si;Prim com
145843;Hombre;2018;1987;32;31;3;49.00;No;No;Uni com
145844;Hombre;2018;1984;35;34;0;3.00;No;Si;Prim com
145845;Hombre;2018;1989;30;29;0;24.00;Si;No;Uni com
145846;Mujer;2018;1981;38;37;3;26.00;Si;Si;Prim com
145847;Hombre;2018;1985;34;33;1;9.00;No;Si;Sec com
145848;Hombre;2018;1982;37;36;4;13.00;No;No;Uni com
145849;Hombre;2018;1990;29;28;3;48.00;Si;No;Prim com
145850;Hombre;2018;1988;31;30;0;28.00;No;No;Prim com
145851;Hombre;2018;1982;37;36;1;62.00;No;No;Prim com
145852;Mujer;2018;1983;36;35;0;30.00;No;Si;Uni com
145853;Hombre;2018;1981;38;37;4;21.00;No;Si;Prim com
145854;Mujer;2018;1992;27;26;1;55.00;Si;Si;Prim com
145855;Mujer;2018;1983;36;35;3;56.00;Si;Si;Uni com
145856;Hombre;2018;1983;36;35;2;67.00;No;Si;Prim inc
145857;Hombre;2018;1996;23;22;3;19.00;No;Si;Prim inc
145858;Hombre;2018;1983;36;35;0;15.00;Si;No;Prim inc
145859;Hombre;2018;1995;24;23;0;31.00;No;Si;Uni com
145860;Hombre;2018;1994;25;24;2;49.00;No;No;Prim com
145861;Hombre;2018;1995;24;23;0;21.00;No;No;Sec com
145862;Hombre;2018;1990;29;28;0;18.00;Si;No;Sec com
145863;Hombre;2018;1989;30;29;0;70.00;Si;No;Uni com
145864;Hombre;2018;1996;23;22;1;16.00;No;No;Sec com
145865;Mujer;2018;1983;36;35;1;65.00;Si;Si;Sec com
145866;Mujer;2018;1995;24;23;0;24.00;Si;Si;Prim inc
145867;Hombre;2018;1986;33;32;0;29.00;No;No;Prim com
145868;Mujer;2018;1988;31;30;3;33.00;Si;Si;Uni com
145869;Hombre;2018;1984;35;34;3;63.00;Si;No;Prim com
145870;Hombre;2018;1985;34;33;0;39.00;Si;No;Sec com
145871;Mujer;2018;1992;27;26;1;11.00;Si;Si;Sec com
145872;Hombre;2018;1986;33;32;1;8.00;No;Si;Prim com
145873;Mujer;2018;1992;27;26;0;14.00;Si;Si;Prim inc
145874;Hombre;2018;1991;28;27;1;68.00;Si;No;Prim com
145875;Hombre;2018;1988;31;30;0;34.00;No;No;Prim com
145876;Hombre;2018;1982;37;36;4;47.00;Si;Si;Prim inc
145877;Hombre;2018;1989;30;29;1;64.00;Si;Si;Prim com
145878;Hombre;2018;1982;37;36;2;4.00;No;Si;Prim com
145879;Hombre;2018;1991;28;27;2;66.00;No;Si;Uni com
145880;Hombre;2018;1984;35;34;1;41.00;Si;Si;Prim inc
145881;Hombre;2018;1995;24;23;0;27.00;Si;No;Prim inc
145882;Hombre;2018;1992;27;26;1;15.00;No;No;Prim inc
145883;Hombre;2018;1990;29;28;1;74.00;No;Si;Uni com
145884;Mujer;2018;1989;30;29;1;39.00;Si;No;Prim inc
145885;Hombre;2018;1988;31;30;0;56.00;No;No;Uni com
145886;Hombre;2018;1987;32;31;1;45.00;No;Si;Uni com
145887;Hombre;2018;1987;32;31;2;75.00;No;No;Prim inc
145888;Hombre;2018;1990;29;28;1;1.00;No;Si;Uni com
145889;Mujer;2018;1985;34;33;1;57.00;Si;No;Prim com
145890;Hombre;2018;1982;37;36;3;63.00;Si;Si;Prim com
145891;Mujer;2018;1985;34;33;0;37.00;Si;No;Uni com
145892;Hombre;2018;1994;25;24;3;27.00;No;No;Prim com
145893;Mujer;2018;1983;36;35;1;37.00;Si;No;Sec com
145894;Hombre;2018;1992;27;26;3;8.00;No;No;Prim inc
145895;Hombre;2018;1985;34;33;3;3.00;No;No;Uni com
145896;Hombre;2018;1990;29;28;0;3.00;Si;Si;Prim inc
145897;Mujer;2018;1988;31;30;1;38.00;No;No;Prim com
145898;Hombre;2018;1981;38;37;1;32.00;No;Si;Uni com
145899;Mujer;2018;1988;31;30;0;44.00;No;No;Uni com
145900;Hombre;2018;1988;31;30;0;9.00;Si;Si;Sec com
145901;Hombre;2018;1984;35;34;3;23.00;No;Si;Sec com
145902;Mujer;2018;1993;26;25;1;68.00;No;No;Uni com
145903;Hombre;2018;1982;37;36;4;54.00;Si;Si;Prim inc
145904;Hombre;2018;1984;35;34;0;13.00;No;Si;Uni com
145905;Hombre;2018;1992;27;26;1;52.00;Si;Si;Sec com
145906;Hombre;2018;1990;29;28;0;64.00;No;Si;Prim inc
145907;Hombre;2018;1983;36;35;0;4.00;Si;Si;Prim inc
145908;Hombre;2018;1984;35;34;0;28.00;Si;Si;Prim inc
145909;Mujer;2018;1987;32;31;1;11.00;Si;No;Prim com
145910;Hombre;2018;1994;25;24;1;17.00;Si;Si;Prim inc
145911;Hombre;2018;1992;27;26;1;5.00;No;Si;Sec com
145912;Mujer;2018;1996;23;22;0;42.00;Si;No;Prim com
145913;Mujer;2018;1992;27;26;1;28.00;Si;No;Sec com
145914;Mujer;2018;1986;33;32;1;60.00;No;No;Prim inc
145915;Hombre;2018;1996;23;22;1;31.00;Si;Si;Prim inc
145916;Hombre;2018;1994;25;24;1;36.00;No;Si;Uni com
